action_id,action_group_id,action,type1,subtype,ft,points,type2,subtype,ft,points,type3,subtype,ft,points,isDefault,FLAG
1327,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 10th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1328,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 11st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1329,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 12nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1330,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 13rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1331,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 1st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1332,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1333,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1334,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1335,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1336,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1337,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 7th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1338,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 8th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1339,1233,"<player1> shooting foul 's 4th personal foul, <city>'s 9th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1340,1233,"<player1> shooting foul 's 5th person foul, <city>'s 10th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1341,1233,"<player1> shooting foul 's 5th person foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1342,1233,"<player1> shooting foul 's 5th person foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1343,1233,"<player1> shooting foul 's 5th person foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1344,1233,"<player1> shooting foul 's 5th person foul, <city>'s 7th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1345,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 11st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1346,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 1st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1347,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1348,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1349,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1350,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1351,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1352,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 7th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1353,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 8th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1354,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 9th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1355,1233,"<player1> shooting foul 's 6th person foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1356,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 10th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1357,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 1st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1358,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1359,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1360,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1361,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1362,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1363,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 7th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1364,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 8th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1365,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 9th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1366,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1367,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1368,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1369,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1370,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 7th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1371,1233,"<player1> shooting foul 's 7th personal foul, <city>'s 9th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1372,1233,<player1>s shooting foul,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1373,1233,<player1> shooting foul,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1374,1233,"<player1>  shooting foul  's 2nd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1375,1233,"<player1>  shooting foul  's 2nd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1376,1233,<player1> shooting foul  (nenˆ  draws the foul),foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,1
1377,1233,"<player1> shooting foul  's 1st personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1378,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1379,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1380,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1381,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1382,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1383,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1384,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1385,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1386,1233,<player1> shooting foul his 3rd al foul,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1387,1233,<player1> shooting foul his 4th al foul,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1388,1233,<player1> shooting foul his 6th person foul,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1389,1233,"<player1> shooting foul 's 1st al foul, <city>'s 1st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1390,1233,"<player1> shooting foul 's 1st person foul, <city>'s 10th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1391,1233,"<player1> shooting foul 's 1st personal foul, <city>'s 11st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1392,1233,"<player1> shooting foul 's 2nd person foul, <city>'s 9th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1393,1233,"<player1> shooting foul 's 2nd personal foul, <city>'s 12nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1394,1233,"<player1> shooting foul 's 3rd personal foul, <city>'s 13rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1395,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 10th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1396,1233,"<player1> shooting foul 's 5th personal foul, <city>'s 13rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1397,1233,"<player1> shooting foul 's 6th personal foul, <city>'s 11st team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1398,1233,"<player1>  shooting foul  's 2nd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1399,1233,"<player1>  shooting foul  's 2nd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1400,1233,<player1>  shooting foul <player2> gains possession,foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1401,1233,"<player1> shooting foul  's 1st personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1402,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1403,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1404,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 4th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1405,1233,"<player1> shooting foul  's 2nd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1406,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 2nd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1407,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 3rd team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1408,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 5th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1409,1233,"<player1> shooting foul  's 3rd personal foul, <city>'s 6th team foul",foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1410,1233,<player1> shooting foul  (nenê  draws the foul),foul,shooting,-1,-1,,,-1,-1,,,-1,-1,0,
1411,1411,<player1>  double technical foul <player2> gains possession,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,1,
1412,1411,<player1> double technical foul,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1413,1411,<player1> double technical foul <player2> gains possession,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1414,1411,<player1> double technical foul his 2nd technical foul,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1415,1411,double technical foul: <player1> (2) and <player2> (1),foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1416,1411,double technical foul: <player1> and <player2>,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1417,1411,<player1> double technical foul his 1st technical foul,foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1418,1411,double technical foul: <player1> (1) and <player2> (2),foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1419,1411,double technical foul: <player1> (2) and <player2> (2),foul,technical,-1,-1,foul,technical,-1,-1,,,-1,-1,0,
1420,1420,<player1> non unsport techfoul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,1,
1421,1420,<player1> non-unsportsmanlike technical,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1422,1420,<player1> non-unsportsmanlike technical (1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1423,1420,<player1> non-unsportsmanlike technical (2nd technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1424,1420,<player1> taunting technical (1st personal foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1425,1420,<player1> taunting technical (2nd personal foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1426,1420,<player1> taunting technical (4th personal foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1427,1420,<player1> taunting technical (5th personal foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1428,1420,<player1> technic foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1429,1420,<player1> technic foul (1st technic foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1430,1420,<player1> technic foul (2nd technic foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1431,1420,<player1> technic foul(1st technic foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1432,1420,<player1> technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1433,1420,<player1> technical foul (1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1434,1420,<player1> technical foul (2nd technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1435,1420,<player1> technical foul (3rd technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1436,1420,<player1> technical foul (4th technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1437,1420,<player1> technical foul his 1st technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1438,1420,<player1> technical foul his 2nd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1439,1420,<player1> technical foul his 3rd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1440,1420,<player1> technical foul his 4th technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1441,1420,<player1> technical foul 's 1st technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1442,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 3rd team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1443,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 4th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1444,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 5th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1445,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 9th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1446,1420,<player1> technical foul 's 2nd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1447,1420,"<player1> technical foul 's 3rd personal foul, <city>'s 10th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1448,1420,"<player1> technical foul 's 3rd personal foul, <city>'s 11st team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1449,1420,"<player1> technical foul 's 3rd personal foul, <city>'s 7th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1450,1420,"<player1> technical foul 's 3rd personal foul, <city>'s 9th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1451,1420,<player1> technical foul 's 3rd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1452,1420,"<player1> technical foul 's 5th personal foul, <city>'s 6th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1453,1420,"<player1> technical foul 's 5th personal foul, <city>'s 8th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1454,1420,"<player1> technical foul 's 6th personal foul, <city>'s 7th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1455,1420,<player1> technical foul(1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1456,1420,<player1> technical foul(2nd technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1457,1420,<player1>  technical foul(1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1458,1420,<player1> non-unsportsmanlike technical his 1st technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1459,1420,<player1> non-unsportsmanlike technical his 2nd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1460,1420,<player1> taunting technical (1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1461,1420,<player1> taunting technical (3rd personal foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1462,1420,<player1> technic foul (3rd technic foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1463,1420,<player1> technic foul 's 1st technic foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1464,1420,<player1> technical foul  's 1st technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1465,1420,<player1> technical foul  's 2nd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1466,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 10th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1467,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 2nd team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1468,1420,"<player1> technical foul 's 2nd personal foul, <city>'s 7th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1469,1420,"<player1> technical foul 's 4th personal foul, <city>'s 10th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1470,1420,"<player1> technical foul 's 4th personal foul, <city>'s 1st team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1471,1420,"<player1> technical foul 's 4th personal foul, <city>'s 4th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1472,1420,"<player1> technical foul 's 5th personal foul, <city>'s 10th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1473,1420,"<player1> technical foul 's 5th personal foul, <city>'s 11st team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1474,1420,"<player1> technical foul 's 5th personal foul, <city>'s 4th team foul",foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1475,1420,<player1>  technical foul(1st technical foul),foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1476,1420,<player1> technical foul  's 1st technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1477,1420,<player1> technical foul  's 2nd technical foul,foul,technical,-1,-1,,,-1,-1,,,-1,-1,0,
1478,1478,<player1> makes free throw 2 of 2 <player2> enters the game for <player3>,free throw,made,-1,1,sub,enters,-1,-1,sub,exits,-1,-1,1,
1479,1479,<player1> makes clear path free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,1,
1480,1479,<player1> makes clear path free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1481,1479,<player1> makes flagrant free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1482,1479,<player1> makes technical free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1483,1479,<player1> makes technical free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1484,1479,<player1>  made free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1485,1479,<player1>  made free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1486,1479,<player1>  made free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1487,1479,<player1>  makes free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1488,1479,<player1>  makes free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1489,1479,<player1>  makes free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1490,1479,<player1>  makes free throw clear path 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1491,1479,<player1>  makes free throw clear path 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1492,1479,<player1>  makes technical free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1493,1479,<player1> made flagrant free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1494,1479,<player1> made flagrant free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1495,1479,<player1> made free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1496,1479,<player1> made free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1497,1479,<player1> made free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1498,1479,<player1> made free throw 1 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1499,1479,<player1> made free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1500,1479,<player1> made free throw 2 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1501,1479,<player1> made free throw 3 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1502,1479,<player1> made technic free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1503,1479,<player1> made technical free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1504,1479,<player1> makes fla free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1505,1479,<player1> makes flagrant free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1506,1479,<player1> makes flagrant free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1507,1479,<player1> makes free thro 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1508,1479,<player1> makes free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1509,1479,<player1> makes free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1510,1479,<player1> makes free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1511,1479,<player1> makes free throw 1 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1512,1479,<player1> makes free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1513,1479,<player1> makes free throw 2 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1514,1479,<player1> makes free throw 3 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1515,1479,<player1> makes free throw clear path 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1516,1479,<player1> makes free throw clear path 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1517,1479,<player1> makes technic free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1518,1479,<player1> makes technical free thro,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1519,1479,<player1> makes technical free throw,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1520,1479,<player1> makes two free throws,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1521,1479,<player1>s made free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1522,1479,<player1>s made free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,?
1523,1479,<plyer1> mkes free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1524,1479,<plyer1> mkes free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1525,1479,de<player1>s makes free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1526,1479,de<player1>s makes free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1527,1479,de<player1>s makes free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,PLAYER
1528,1479,<player1> iv makes free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1529,1479,<player1> iv makes free throw 1 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1530,1479,<player1> iv makes free throw 1 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1531,1479,<player1> iv makes free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1532,1479,<player1> iv makes free throw 2 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1533,1479,<player1> iv makes free throw 3 of 3,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1534,1479,<player1>-riffiod made free throw 2 of 2,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,1
1535,1479,<plyer1> mkes free throw 1 of 1,free throw,made,-1,1,,,-1,-1,,,-1,-1,0,
1536,1536,<player1>  missed free throw 1 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,1,
1537,1536,<player1>  missed free throw 2 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1538,1536,<player1>  misses free throw 1 of 1,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1539,1536,<player1>  misses free throw 1 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1540,1536,<player1>  misses free throw 2 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1541,1536,<player1>  misses technical free throw,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1542,1536,<player1> missed flagrant free throw 1 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1543,1536,<player1> missed flagrant free throw 2 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1544,1536,<player1> missed free throw,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1545,1536,<player1> missed free throw 1 of 1,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1546,1536,<player1> missed free throw 1 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1547,1536,<player1> missed free throw 1 of 3,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1548,1536,<player1> missed free throw 2 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1549,1536,<player1> missed free throw 2 of 3,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1550,1536,<player1> missed free throw 3 of 3,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1551,1536,<player1> missed technic free throw,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1552,1536,<player1> missed technical free throw,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1553,1536,<player1> misses flagrant free throw 1 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
1554,1536,<player1> misses flagrant free throw 2 of 2,free throw,missed,-1,1,,,-1,-1,,,-1,-1,0,
